t,event,S,I,R
0.0783407002623844,infection,989,11,0
0.4150180132912773,infection,988,12,0
0.43671511971822136,infection,987,13,0
0.45287764935675007,infection,986,14,0
0.6131534841144973,infection,985,15,0
0.8399955959544327,infection,984,16,0
0.9172247247790403,infection,983,17,0
1.025652301991988,infection,982,18,0
1.1964165505576498,infection,981,19,0
1.4370741657943602,infection,980,20,0
1.5573226695224909,infection,979,21,0
1.7581422620292664,infection,978,22,0
1.9333293824498239,infection,977,23,0
2.0023776186473152,infection,976,24,0
2.2021051154199114,infection,975,25,0
2.274012956139553,infection,974,26,0
2.3626954585687403,infection,973,27,0
2.4397817042936376,infection,972,28,0
2.4545408007422442,infection,971,29,0
2.5845703831165214,infection,970,30,0
2.613273367945632,infection,969,31,0
2.8321108000008812,infection,968,32,0
2.970984975210112,infection,967,33,0
2.9777447152526366,infection,966,34,0
2.9812884621601454,infection,965,35,0
2.9822673092846097,infection,964,36,0
3.14270338735758,infection,963,37,0
3.2674388687841316,infection,962,38,0
3.330356233328122,infection,961,39,0
3.3368876119628856,infection,960,40,0
3.398430125551883,infection,959,41,0
3.4081373171311893,infection,958,42,0
3.432870091464454,infection,957,43,0
3.5223870339092995,infection,956,44,0
3.556644213540235,infection,955,45,0
3.587927437634046,infection,954,46,0
3.6376084611404225,infection,953,47,0
3.679948324673922,infection,952,48,0
3.6973088600653496,infection,951,49,0
3.7317322827650536,infection,950,50,0
3.765815730804786,infection,949,51,0
3.77183563223044,infection,948,52,0
3.7997670499069836,infection,947,53,0
3.811163218908203,infection,946,54,0
3.8553090532130665,infection,945,55,0
3.8838679748151574,infection,944,56,0
3.9333738798181894,infection,943,57,0
3.9357002343321357,infection,942,58,0
3.939699042354317,infection,941,59,0
3.9431234965023045,infection,940,60,0
3.98415684028281,infection,939,61,0
3.9995522401972003,infection,938,62,0
4.0,fixed_recovery,938,61,1
4.0,fixed_recovery,938,60,2
4.0,fixed_recovery,938,59,3
4.0,fixed_recovery,938,58,4
4.0,fixed_recovery,938,57,5
4.0,fixed_recovery,938,56,6
4.0,fixed_recovery,938,55,7
4.0,fixed_recovery,938,54,8
4.0,fixed_recovery,938,53,9
4.0,fixed_recovery,938,52,10
4.020595615480019,infection,937,53,10
4.078340700262385,fixed_recovery,937,52,11
4.091447482785519,infection,936,53,11
4.157065688341929,infection,935,54,11
4.415018013291277,fixed_recovery,935,53,12
4.421248470273749,infection,934,54,12
4.4267016231392615,infection,933,55,12
4.4367151197182215,fixed_recovery,933,54,13
4.45287764935675,fixed_recovery,933,53,14
4.4673449933345255,infection,932,54,14
4.500520960981074,infection,931,55,14
4.548209580859494,infection,930,56,14
4.585298941813068,infection,929,57,14
4.613153484114497,fixed_recovery,929,56,15
4.61576793677219,infection,928,57,15
4.627651291224205,infection,927,58,15
4.651256613249373,infection,926,59,15
4.716902910371386,infection,925,60,15
4.720882295388348,infection,924,61,15
4.8399955959544325,fixed_recovery,924,60,16
4.853591836494464,infection,923,61,16
4.873480040647712,infection,922,62,16
4.91722472477904,fixed_recovery,922,61,17
5.013838780706914,infection,921,62,17
5.025652301991988,fixed_recovery,921,61,18
5.033953826042788,infection,920,62,18
5.040088086179364,infection,919,63,18
5.126450994785336,infection,918,64,18
5.1583738876151575,infection,917,65,18
5.19641655055765,fixed_recovery,917,64,19
5.207217126711114,infection,916,65,19
5.220253531207205,infection,915,66,19
5.237314611193318,infection,914,67,19
5.248104560770564,infection,913,68,19
5.266654062754177,infection,912,69,19
5.292113387908129,infection,911,70,19
5.316502515127034,infection,910,71,19
5.37174776152807,infection,909,72,19
5.375974664483944,infection,908,73,19
5.37710104036294,infection,907,74,19
5.425994361663841,infection,906,75,19
5.433313751412301,infection,905,76,19
5.43707416579436,fixed_recovery,905,75,20
5.438672372135641,infection,904,76,20
5.454273127903827,infection,903,77,20
5.474622413377185,infection,902,78,20
5.493294603713482,infection,901,79,20
5.557322669522491,fixed_recovery,901,78,21
5.588408744599078,infection,900,79,21
5.603984319248839,infection,899,80,21
5.673314917163116,infection,898,81,21
5.699681956550884,infection,897,82,21
5.739198046224911,infection,896,83,21
5.746023433050717,infection,895,84,21
5.758142262029266,fixed_recovery,895,83,22
5.774762511216423,infection,894,84,22
5.784020040962008,infection,893,85,22
5.835236744772305,infection,892,86,22
5.840683064845852,infection,891,87,22
5.849965183203998,infection,890,88,22
5.907114470730331,infection,889,89,22
5.919093739753806,infection,888,90,22
5.928343887815335,infection,887,91,22
5.933329382449823,fixed_recovery,887,90,23
5.962503586142423,infection,886,91,23
5.984920048045828,infection,885,92,23
5.992762106120679,infection,884,93,23
6.002377618647316,fixed_recovery,884,92,24
6.078696243743753,infection,883,93,24
6.129870059004904,infection,882,94,24
6.136870728771438,infection,881,95,24
6.1428804666340575,infection,880,96,24
6.202105115419911,fixed_recovery,880,95,25
6.241251887997837,infection,879,96,25
6.2510522080074615,infection,878,97,25
6.254571987102576,infection,877,98,25
6.274012956139552,fixed_recovery,877,97,26
6.309113702953068,infection,876,98,26
6.332456081351784,infection,875,99,26
6.362695458568741,fixed_recovery,875,98,27
6.40715518626486,infection,874,99,27
6.439781704293638,fixed_recovery,874,98,28
6.454540800742244,fixed_recovery,874,97,29
6.533452852939888,infection,873,98,29
6.555073715286602,infection,872,99,29
6.56323036900074,infection,871,100,29
6.584570383116521,fixed_recovery,871,99,30
6.5907362553002695,infection,870,100,30
6.594691442987602,infection,869,101,30
6.5987219958037775,infection,868,102,30
6.6083528538029,infection,867,103,30
6.613273367945633,fixed_recovery,867,102,31
6.646504820272227,infection,866,103,31
6.687711451300635,infection,865,104,31
6.727394813772378,infection,864,105,31
6.731379189978253,infection,863,106,31
6.732062607071795,infection,862,107,31
6.753296543499647,infection,861,108,31
6.764057511906203,infection,860,109,31
6.776663090665796,infection,859,110,31
6.7946788204445925,infection,858,111,31
6.832110800000882,fixed_recovery,858,110,32
6.8421816396283885,infection,857,111,32
6.854297645050567,infection,856,112,32
6.8644318268542035,infection,855,113,32
6.865682898475493,infection,854,114,32
6.900808159709971,infection,853,115,32
6.929462413127697,infection,852,116,32
6.951548406632231,infection,851,117,32
6.955019706157851,infection,850,118,32
6.958719674656599,infection,849,119,32
6.962709911467806,infection,848,120,32
6.970984975210111,fixed_recovery,848,119,33
6.9747754662837105,infection,847,120,33
6.977744715252637,fixed_recovery,847,119,34
6.981288462160146,fixed_recovery,847,118,35
6.98226730928461,fixed_recovery,847,117,36
7.000387124599614,infection,846,118,36
7.011353852631957,infection,845,119,36
7.0271414340478895,infection,844,120,36
7.044462640958247,infection,843,121,36
7.075603746782912,infection,842,122,36
7.099285347612763,infection,841,123,36
7.124914548613588,infection,840,124,36
7.14270338735758,fixed_recovery,840,123,37
7.181960175583049,infection,839,124,37
7.20610785403446,infection,838,125,37
7.223921595485379,infection,837,126,37
7.236796969637266,infection,836,127,37
7.2401839374683385,infection,835,128,37
7.267438868784131,fixed_recovery,835,127,38
7.274418681307613,infection,834,128,38
7.310777833831487,infection,833,129,38
7.312824640004615,infection,832,130,38
7.330356233328121,fixed_recovery,832,129,39
7.33238091201015,infection,831,130,39
7.336887611962886,fixed_recovery,831,129,40
7.345032164096111,infection,830,130,40
7.351921770141462,infection,829,131,40
7.363954272851757,infection,828,132,40
7.371169710264847,infection,827,133,40
7.377016600740756,infection,826,134,40
7.390740198693409,infection,825,135,40
7.398430125551883,fixed_recovery,825,134,41
7.404766625221158,infection,824,135,41
7.408137317131189,fixed_recovery,824,134,42
7.432870091464454,fixed_recovery,824,133,43
7.441458385819282,infection,823,134,43
7.45329496474873,infection,822,135,43
7.466188817986845,infection,821,136,43
7.4717546308146305,infection,820,137,43
7.47808650697297,infection,819,138,43
7.47973381042805,infection,818,139,43
7.48982554323631,infection,817,140,43
7.492403203684761,infection,816,141,43
7.5223870339092995,fixed_recovery,816,140,44
7.556644213540235,fixed_recovery,816,139,45
7.563493028552211,infection,815,140,45
7.587927437634046,fixed_recovery,815,139,46
7.597902597005718,infection,814,140,46
7.598357308702694,infection,813,141,46
7.621590368159312,infection,812,142,46
7.631512187196379,infection,811,143,46
7.637608461140422,fixed_recovery,811,142,47
7.642541894122677,infection,810,143,47
7.675154364730198,infection,809,144,47
7.679948324673922,fixed_recovery,809,143,48
7.684107606175448,infection,808,144,48
7.693422323236368,infection,807,145,48
7.69730886006535,fixed_recovery,807,144,49
7.698230190492066,infection,806,145,49
7.722634989515318,infection,805,146,49
7.731732282765053,fixed_recovery,805,145,50
7.742619931089672,infection,804,146,50
7.754858766159702,infection,803,147,50
7.7658157308047855,fixed_recovery,803,146,51
7.77183563223044,fixed_recovery,803,145,52
7.772317914133442,infection,802,146,52
7.781481534708042,infection,801,147,52
7.798395929830079,infection,800,148,52
7.7997670499069836,fixed_recovery,800,147,53
7.803986085030386,infection,799,148,53
7.811163218908203,fixed_recovery,799,147,54
7.837344177706595,infection,798,148,54
7.840020302657499,infection,797,149,54
7.851183575138107,infection,796,150,54
7.855309053213066,fixed_recovery,796,149,55
7.855441637635999,infection,795,150,55
7.883867974815157,fixed_recovery,795,149,56
7.933164540489729,infection,794,150,56
7.933373879818189,fixed_recovery,794,149,57
7.935350305859055,infection,793,150,57
7.935700234332136,fixed_recovery,793,149,58
7.939699042354317,fixed_recovery,793,148,59
7.943123496502304,fixed_recovery,793,147,60
7.94444118600233,infection,792,148,60
7.95359041312962,infection,791,149,60
7.9582397139825165,infection,790,150,60
7.961928586135193,infection,789,151,60
7.975016724474896,infection,788,152,60
7.98415684028281,fixed_recovery,788,151,61
7.9995522401972,fixed_recovery,788,150,62
8.019221952205339,infection,787,151,62
8.020595615480019,fixed_recovery,787,150,63
8.03870907847228,infection,786,151,63
8.049382181054156,infection,785,152,63
8.079289359916775,infection,784,153,63
8.081824893969527,infection,783,154,63
8.091447482785519,fixed_recovery,783,153,64
8.092590667376005,infection,782,154,64
8.120199902920698,infection,781,155,64
8.12071733550943,infection,780,156,64
8.132548950353682,infection,779,157,64
8.153562079255,infection,778,158,64
8.154036946177424,infection,777,159,64
8.157065688341929,fixed_recovery,777,158,65
8.163737708374802,infection,776,159,65
8.182088310786412,infection,775,160,65
8.246459336093006,infection,774,161,65
8.272971709635836,infection,773,162,65
8.291399718388506,infection,772,163,65
8.297961905023229,infection,771,164,65
8.30138549442469,infection,770,165,65
8.348951714376243,infection,769,166,65
8.359408531584315,infection,768,167,65
8.371645887608356,infection,767,168,65
8.4101900158089,infection,766,169,65
8.42124847027375,fixed_recovery,766,168,66
8.426701623139262,fixed_recovery,766,167,67
8.460486856910507,infection,765,168,67
8.467344993334525,fixed_recovery,765,167,68
8.500520960981074,fixed_recovery,765,166,69
8.522626096369153,infection,764,167,69
8.54307125601905,infection,763,168,69
8.548209580859494,fixed_recovery,763,167,70
8.54867625306189,infection,762,168,70
8.558042611742145,infection,761,169,70
8.570760987425766,infection,760,170,70
8.576841230491835,infection,759,171,70
8.585298941813068,fixed_recovery,759,170,71
8.590661782566832,infection,758,171,71
8.597474526191204,infection,757,172,71
8.59875132924369,infection,756,173,71
8.610920082670093,infection,755,174,71
8.611610327750302,infection,754,175,71
8.612005632213428,infection,753,176,71
8.61576793677219,fixed_recovery,753,175,72
8.62374775959791,infection,752,176,72
8.627651291224204,fixed_recovery,752,175,73
8.630387716481517,infection,751,176,73
8.639191306393926,infection,750,177,73
8.643910821655657,infection,749,178,73
8.651256613249373,fixed_recovery,749,177,74
8.677918352707625,infection,748,178,74
8.68291153405629,infection,747,179,74
8.689930663049278,infection,746,180,74
8.690937135781427,infection,745,181,74
8.711680594016844,infection,744,182,74
8.716902910371386,fixed_recovery,744,181,75
8.720882295388348,fixed_recovery,744,180,76
8.735697752443945,infection,743,181,76
8.738864777213877,infection,742,182,76
8.753000224512155,infection,741,183,76
8.758774479917234,infection,740,184,76
8.77487152223921,infection,739,185,76
8.781605269524656,infection,738,186,76
8.783596399173774,infection,737,187,76
8.784962606297144,infection,736,188,76
8.787912647300235,infection,735,189,76
8.7880966118276,infection,734,190,76
8.791872803434801,infection,733,191,76
8.797695645509764,infection,732,192,76
8.805719100027178,infection,731,193,76
8.810273738709732,infection,730,194,76
8.818098931979936,infection,729,195,76
8.821709780092197,infection,728,196,76
8.827440886784203,infection,727,197,76
8.833764315173118,infection,726,198,76
8.848864534040967,infection,725,199,76
8.849718753600209,infection,724,200,76
8.85004282213213,infection,723,201,76
8.853591836494463,fixed_recovery,723,200,77
8.85923825989401,infection,722,201,77
8.859351768062423,infection,721,202,77
8.872587278781612,infection,720,203,77
8.873480040647712,fixed_recovery,720,202,78
8.892652805758638,infection,719,203,78
8.906879270245417,infection,718,204,78
8.916063511510778,infection,717,205,78
8.920037940056481,infection,716,206,78
8.927053302346042,infection,715,207,78
8.935402851453548,infection,714,208,78
8.953510258150212,infection,713,209,78
8.967148763070917,infection,712,210,78
8.981780938128383,infection,711,211,78
8.988899532031404,infection,710,212,78
8.995818698868392,infection,709,213,78
9.013838780706914,fixed_recovery,709,212,79
9.033953826042788,fixed_recovery,709,211,80
9.040088086179363,fixed_recovery,709,210,81
9.050695557351945,infection,708,211,81
9.091210391295268,infection,707,212,81
9.097511116749914,infection,706,213,81
9.108004826437035,infection,705,214,81
9.118639748645993,infection,704,215,81
9.126450994785337,fixed_recovery,704,214,82
9.128826929542779,infection,703,215,82
9.137857146520297,infection,702,216,82
9.158373887615157,fixed_recovery,702,215,83
9.168129921599062,infection,701,216,83
9.207217126711114,fixed_recovery,701,215,84
9.217054678390816,infection,700,216,84
9.220253531207206,fixed_recovery,700,215,85
9.224644778421965,infection,699,216,85
9.234020871346354,infection,698,217,85
9.237314611193318,fixed_recovery,698,216,86
9.248104560770564,fixed_recovery,698,215,87
9.263338215520283,infection,697,216,87
9.266654062754178,fixed_recovery,697,215,88
9.29211338790813,fixed_recovery,697,214,89
9.316502515127034,fixed_recovery,697,213,90
9.322072225253734,infection,696,214,90
9.323126211537117,infection,695,215,90
9.332858925022139,infection,694,216,90
9.34384528304114,infection,693,217,90
9.350904643362076,infection,692,218,90
9.35547907171275,infection,691,219,90
9.357488906057545,infection,690,220,90
9.368123959248823,infection,689,221,90
9.37174776152807,fixed_recovery,689,220,91
9.375974664483945,fixed_recovery,689,219,92
9.377101040362941,fixed_recovery,689,218,93
9.379059561726443,infection,688,219,93
9.389529397459402,infection,687,220,93
9.396186786971143,infection,686,221,93
9.411307840523763,infection,685,222,93
9.425994361663841,fixed_recovery,685,221,94
9.428090359793588,infection,684,222,94
9.433313751412301,fixed_recovery,684,221,95
9.438672372135642,fixed_recovery,684,220,96
9.444328047159184,infection,683,221,96
9.454273127903827,fixed_recovery,683,220,97
9.455823960430518,infection,682,221,97
9.472252853243509,infection,681,222,97
9.473467357406614,infection,680,223,97
9.474622413377185,fixed_recovery,680,222,98
9.479339489187192,infection,679,223,98
9.493294603713483,fixed_recovery,679,222,99
9.494382936502683,infection,678,223,99
9.503874434672248,infection,677,224,99
9.507256618018216,infection,676,225,99
9.514087385835404,infection,675,226,99
9.529127329186622,infection,674,227,99
9.545085792620913,infection,673,228,99
9.549254078816386,infection,672,229,99
9.556609638531606,infection,671,230,99
9.5666705861495,infection,670,231,99
9.588408744599079,fixed_recovery,670,230,100
9.590936175586966,infection,669,231,100
9.596387363782366,infection,668,232,100
9.603669228119474,infection,667,233,100
9.60398431924884,fixed_recovery,667,232,101
9.61164787024117,infection,666,233,101
9.622577345953621,infection,665,234,101
9.629470982096873,infection,664,235,101
9.643027899596685,infection,663,236,101
9.666181495933905,infection,662,237,101
9.672089314098388,infection,661,238,101
9.673314917163115,fixed_recovery,661,237,102
9.699681956550883,fixed_recovery,661,236,103
9.707986444750086,infection,660,237,103
9.722677645844914,infection,659,238,103
9.733585823741361,infection,658,239,103
9.73919804622491,fixed_recovery,658,238,104
9.744662501772831,infection,657,239,104
9.746023433050716,fixed_recovery,657,238,105
9.755071184184388,infection,656,239,105
9.774762511216423,fixed_recovery,656,238,106
9.784020040962009,fixed_recovery,656,237,107
9.784119390805198,infection,655,238,107
9.795567587774421,infection,654,239,107
9.80478262076488,infection,653,240,107
9.810965347584824,infection,652,241,107
9.820217985440205,infection,651,242,107
9.835236744772306,fixed_recovery,651,241,108
9.840683064845852,fixed_recovery,651,240,109
9.841654737519692,infection,650,241,109
9.848558023773167,infection,649,242,109
9.849965183203999,fixed_recovery,649,241,110
9.872732304493137,infection,648,242,110
9.887937890221272,infection,647,243,110
9.90676604309433,infection,646,244,110
9.907114470730331,fixed_recovery,646,243,111
9.910550107234119,infection,645,244,111
9.910707474976924,infection,644,245,111
9.919093739753805,fixed_recovery,644,244,112
9.928343887815334,fixed_recovery,644,243,113
9.93805369677157,infection,643,244,113
9.938263921772197,infection,642,245,113
9.959127421920419,infection,641,246,113
9.962503586142423,fixed_recovery,641,245,114
9.970426018376523,infection,640,246,114
9.971776451752293,infection,639,247,114
9.978332767787347,infection,638,248,114
9.984920048045828,fixed_recovery,638,247,115
9.992505657803445,infection,637,248,115
9.99276210612068,fixed_recovery,637,247,116
10.051002015933294,infection,636,248,116
10.059061037260504,infection,635,249,116
10.077823158090098,infection,634,250,116
10.078696243743753,fixed_recovery,634,249,117
10.081297942041354,infection,633,250,117
10.090038124153592,infection,632,251,117
10.118627569363568,infection,631,252,117
10.122754671702408,infection,630,253,117
10.129870059004904,fixed_recovery,630,252,118
10.136870728771438,fixed_recovery,630,251,119
10.142880466634058,fixed_recovery,630,250,120
10.159766659260717,infection,629,251,120
10.21218564547483,infection,628,252,120
10.217137920789087,infection,627,253,120
10.217969122410526,infection,626,254,120
10.233545521443444,infection,625,255,120
10.234068313743563,infection,624,256,120
10.241251887997837,fixed_recovery,624,255,121
10.251052208007462,fixed_recovery,624,254,122
10.254571987102576,fixed_recovery,624,253,123
10.296994908979237,infection,623,254,123
10.309113702953068,fixed_recovery,623,253,124
10.323632288706232,infection,622,254,124
10.332456081351783,fixed_recovery,622,253,125
10.335466330738175,infection,621,254,125
10.335778344810603,infection,620,255,125
10.358995861047946,infection,619,256,125
10.383322605109731,infection,618,257,125
10.392692733499231,infection,617,258,125
10.407155186264859,fixed_recovery,617,257,126
10.414336836102375,infection,616,258,126
10.430732508991724,infection,615,259,126
10.450060890064949,infection,614,260,126
10.451322218114814,infection,613,261,126
10.454040340514666,infection,612,262,126
10.461336828017457,infection,611,263,126
10.465412987426205,infection,610,264,126
10.470872044237925,infection,609,265,126
10.489797459727665,infection,608,266,126
10.490222584463874,infection,607,267,126
10.505153150409345,infection,606,268,126
10.517340355548816,infection,605,269,126
10.533452852939888,fixed_recovery,605,268,127
10.53566689748417,infection,604,269,127
10.55091773002927,infection,603,270,127
10.555073715286602,fixed_recovery,603,269,128
10.557080146248364,infection,602,270,128
10.56323036900074,fixed_recovery,602,269,129
10.565884914816898,infection,601,270,129
10.59073625530027,fixed_recovery,601,269,130
10.594691442987603,fixed_recovery,601,268,131
10.598721995803778,fixed_recovery,601,267,132
10.6083528538029,fixed_recovery,601,266,133
10.616956027849184,infection,600,267,133
10.617082216382133,infection,599,268,133
10.646504820272227,fixed_recovery,599,267,134
10.65274420829951,infection,598,268,134
10.661313099262767,infection,597,269,134
10.662995980682268,infection,596,270,134
10.675452425288578,infection,595,271,134
10.687711451300636,fixed_recovery,595,270,135
10.723957401034944,infection,594,271,135
10.727394813772378,fixed_recovery,594,270,136
10.731379189978252,fixed_recovery,594,269,137
10.732062607071795,fixed_recovery,594,268,138
10.753296543499648,fixed_recovery,594,267,139
10.764057511906202,fixed_recovery,594,266,140
10.76989705741955,infection,593,267,140
